"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"43","46004-32298-023-LN2323",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 1","The transmission component of MP's investment program from 2007 to 2012 is predicated on building sufficient capacity for evacuation of power from existing and planned power stations and substation, and delivering power reliability and efficiency to consumers. ADB will finance key components of the transmission investment program from 2007 though to 2012. The construction of new transmission lines will remove constraints to power flow and will provide additional operational flexibility to TRANSCO in its role as independent system operator in MP. Supply reliability will be further improved and furthermore, it will promote open access and development of intra-state and inter-state power trading by probiding sufficient excess substation and line capacity to handle unplanned power transfers.","3","2007-04-12","2012-06-30","2007-04-12","2013-01-31","Madhya Pradesh Power Transmission Company Limited","LN2323",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Power Transmission Company Limited","LN2323",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.06e+08,"97265154.01","0","0",5475172.09,14522986.45,0
"44","46004-32298-033-LN2324",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 2","The distribution component of MP's investment program from 2007 to 2012 is predicated on building sufficient capacity for evacuation of power from exisitn and planned power stations and substations, and delivering power reliability and efficiency to consumers. ADB will finance part of the distribution investment program from 2007 through 2012. The impact of the distribution component will be more pronounced and apparent from the perspective of consumers. Improvements in voltage profiles will be evident through better lighting and fewer equipment failures. Supply will be available more consistently and momentary outages will be significantly reduced. The distribution component will also directly impact both technical and non-technical losses and eventually sector profitability and financial sustainability.","3","2007-04-12","2012-12-31","2007-04-12","2013-07-15","Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2324",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2324",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,4.5e+07,"40745635.64","0","0",1951166.02,5934089.88,0
"45","46004-32298-043-LN2346",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM TRANCHE 3","The transmission component of MP's investment program from 2007 to 2012 is predicated on building sufficient capacity for evacuation of power from existing and planned power stations and substation, and delivering power reliability and efficiency to consumers. ADB will finance key components of the transmission investment program from 2007 though to 2012. The construction of new transmission lines will remove constraints to power flow and will provide additional operational flexibility to TRANSCO in its role as independent system operator in MP. Supply reliability will be further improved and furthermore, it will promote open access and development of intra-state and inter-state power trading by providing sufficient excess substation and line capacity to handle unplanned power transfers.","3","2007-08-23","2013-03-31","2007-08-23","2013-09-16","Madhya Pradesh Power Transmission Company Limited","LN2346",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Power Transmission Company Limited","LN2346",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.44e+08,"141911021.97","0","0",7589127.34,17572136.6,0
"46","46004-32298-053-LN2347",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-TRANCHE 4","The distribution efficiency enhancement envisaged under this Project is to be undertaken in various distribution circles in the eastern, central and western zones and various locations across the State of Madhya Pradesh.  ADB financing will be used to partially fund distribution system investments to deliver power to consumers reliably, efficiently, and at a higher quality.  Improvement to voltage profiles will be evident through better lighting and fewer equipment failures.  Supply will be more consistent, and momentary outages will be reduced significantly.  Furthermore, technical and nontechnical losses will be reduced. This loss reduction will support achieving sector profitability and financial sustainability.","3","2008-03-07","2013-09-30","2008-03-07","2014-05-01","Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2347",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2347",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,9e+07,"74159198.01","0","0",3001923.06,8968184.31,0
"47","46004-32298-063-LN2520",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5","ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.","2","2009-05-27","2014-12-31","2009-05-27","","Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2520",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2520",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.66e+08,"134017757.45","0","0",2609690.24,5907005.6,0
"48","46004-32298-073-LN2732",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-T6","Tranche 6 investments will continue to address bottlenecks in electricity delivery and widespread commercial loss addressed by the Multitranche Financing Facility (MFF) to provide a solid foundation for sustainable growth of reformed power sector in Madhya Pradesh (MP). Consequently, quality and reliability of supply to consumers will improve resulting better productive use of electricity, enhanced quality of life and economic growth. Secure and predictable supply of electricity will also ensure improved conditions in schools, hospitals, and other social services. Reduced commercial losses will improve financial position of DISCOM-C and introduction of information technology application for management will result in overall improvement of service quality of electricity distribution companies.","3","2011-05-10","2014-12-31","2011-05-10","2015-06-26","Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2732",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd","LN2732",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,6.9e+07,"55354869.14","0","0",626607.9,0,0
"49","46004-34420-023-LN2527",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","NATIONAL HIGHWAY CORRIDOR (SECTOR) 1 PROJECT (SUPPLEMENTARY)","The original loan of $400 million for the National Highway Corridor (Sector) I Project was approved by ADB in December 2003. The scope of the Project consists of: (i) Highway Investment Component : widening and upgrading of 595 km of national highway stretch along east west corridor from Chittorgarh -Orai, passing throgh Rajasthan, MP and UP; (ii) Private Sector Participation Component: widening and upgrading of 62 km national highway section from Orai-Bara through private sector participation (PSP); (iii) Road Safety Component; and (iv) HIV/AIDS and Human Trafficking Awareness Component. 

The Project experienced substantial cost overruns mainly due to underestimation of cost of noncore subprojects, price escalation of construction materials and the financing gap caused by the local currency appreciation. 

The supplementary loan of $100 million was approved on 30 June 2009 to ensure completion of the Project by addressing: (i) constraints impeding the project implementation and undertaking remedial measures to resolve them; and (ii) the issue of cost overrun in civil works.","3","2009-08-04","2011-12-31","2009-08-04","2012-05-09","National Highways Authority of India","LN2527",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"National Highways Authority of India","LN2527",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1e+08,"1e+08","0","0",2438350.45,11195207.1,0
"50","46004-36308-023-LN2442",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","ASSAM GOVERNANCE & PUBLIC RESOURCE MANAGEMENT - SUBPROGRAM II","The design of Subprogram II is based on the lessons learned during Subprogram I, the current fiscal situation is Assam, areas of policy progress where the implementation of policies needs to be pursued, and focus on key implementation-oriented","3","2008-10-14","2012-03-31","2008-10-14","2012-02-06","Finance Department, Government of Assam","LN2442",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Finance Department, Government of Assam","LN2442",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"A01","5","USD",NA,1e+08,"1e+08","0","0",3260548.76,21096611.61,0
"51","46004-36343-013-LN2281",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","RURAL COOPERATIVE CREDIT RESTRUCTURING AND DEVELOPMENT PROGRAM","The goal of the Program is to develop a sustainable CCS and the objective is to help the Government carry out its CCS reform agenda. Its impact is enhanced income and employment growth for the rural poor, while its purpose is to improve rural households' access to affordable financial services through an efficient CCS. The scope is comprehensive CCS reform in five states (from among Andhra Pradesh, Madhya Pradesh, Maharashtra, Rajasthan, Gujarat, and Orissa) that have concurred with the reform agenda. The estimated adjustment cost of implementing the Program in the five participating states (PS) is about $1.43 billion.","3","2006-12-11","2013-06-30","2006-12-11","2013-06-30","Department of Economic Affairs","LN2281",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Department of Economic Affairs","LN2281",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"A01","5","USD",NA,1e+09,"8e+08","0","0",63099906.65,245570956.07,0
"52","46004-37056-013-LN2159",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","Chhattisgarh Irrigation Development Project","The Project aims to improve rural livelihoods and reduce rural poverty through improved irrigation service delivery, enhanced agricultural practices, and strengthened water resources management to increase the productivity of irrigated agriculture in Chhattisgarh.","3","2006-03-20","2013-03-31","2006-03-20","2013-08-22","Water Resources Department,Gov't of Chhattisgarh","LN2159",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Water Resources Department,Gov't of Chhattisgarh","LN2159",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,46108000,"32443927.45","0","0",2523491.08,2690368.34,0
"53","46004-37066-023-LN2248",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-RURAL ROADS SECTOR II INVESTMENT PROGRAM (SUBPROJECT I)","The Investment Program aims to reduce poverty and deprivation, and support economic growth of rural communities by providing them with enhanced access to markets, employment opportunities, and social services, including health and education. The objective will be attained by (i) providing rural habitations in Assam, Orissa and West Bengal with all-weather road connections; (ii) improving efficiency and sustainability of the Prime Minister's Rural Roads Program (PMGSY) implementation in the three states by providing support for capacity building in technical, safeguard, financial and road safety aspects.","3","2006-08-29","2009-06-30","2006-08-29","2009-10-09","Ministry of Rural Development","LN2248",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Ministry of Rural Development","LN2248",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.8e+08,"173909438.1","0","0",17728965.53,11738887.04,0
"54","46004-37066-033-LN2414",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF: Rural Roads Sector II Investment Program - Project 2","The Project's outcome is improved connectivity of rural community to markets, district headquarters, and other centers of economic activity via investment program roads. Its outputs are 1. Construction and upgrading of rural roads into all-weather standard and 2. Improved community participation.","3","2008-03-28","2010-12-31","2008-03-28","2011-04-07","Ministry of Rural Development","LN2414",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Ministry of Rural Development","LN2414",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,77650000,"38094813.69","0","0",1468613.17,1359219.56,0
"55","46004-37066-043-LN2445",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-RURAL ROADS SECTOR II INVESTMENT PROGRAM-PROJECT 3","The Project will finance part of the cost of a subset of the Investment Program comprising construction and upgrading of 950 kilometers (km) rural roads in the state of Assam and 720 km rural roads in the state of West Bengal that are part of the Government of India's rural roads program -  Pradhan Mantri Gram Sadak Yojana (PMGSY) meaning Prime Minister's Rural Roads Program. It is expected that the proposed investment will bring about the outcome of reduced poverty and deprivation, and economic growth of rural communities in the vicinity of the subproject roads by providing them with enhanced access to markets; employment opportunities; and social services including health and education.","3","2008-11-10","2013-06-30","2008-11-10","2013-11-19","Ministry of Rural Development","LN2445",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Ministry of Rural Development","LN2445",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.3e+08,"121730000","0","0",3328436.01,3176775.65,0
"56","46004-37066-053-LN2535",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-RURAL ROADS SECTOR II INVESTMENT PROGRAM-PROJECT 4","The Project will finance part of the cost of a subset of the Investment Program comprising construction and upgrading of 916.77 km rural roads in the state of Assam, 1,498.58 km rural roads in the state of Orissa, and 696.27 km rural roads in the state of West Bengal that are part of the Government of India's rural roads program - Pradhan Mantri Gram Sadak Yojana (PMGSY) meaning Prime Minister's Rural Roads Program. It is expected that the proposed investment will bring about the outcome of reduced poverty and deprivation, and economic growth of rural communities in the vicinity of the subproject roads by providing them with enhanced access to markets; employment opportunities; and social services including health and education.","3","2009-09-03","2012-12-31","2009-09-03","2013-04-23","Ministry of Rural Development","LN2535",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Ministry of Rural Development","LN2535",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,1.85e+08,"184999999.99","0","0",4136357.39,0,0
"57","46004-37066-063-LN2651",1,"2015-09-30 00:00:00","en","Asian Development Bank",NA,"Multilateral","40","MFF-RURAL ROADS SECTOR II INVESTMENT PROGRAM-PROJECT 5","The Project will finance part of the cost of a subset of the Investment Program comprising construction and upgrading of 312.45 kilometers (km) rural roads in the state of Chhattisgarh, 2,443.60 km rural roads in the state of Madhya Pradesh, 1,509.9 km rural roads in the state of Orissa,  and 443.49 km rural roads in the state of West Bengal that are part of the Government of India's rural roads program - Pradhan Mantri Gram Sadak Yojana (PMGSY) meaning Prime Minister's Rural Roads Program. It is expected that the proposed investment will bring about the outcome of reduced poverty and deprivation, and economic growth of rural communities in the vicinity of the subproject roads by providing them with enhanced access to markets; employment opportunities; and social services including health and education.","3","2010-08-02","2014-06-30","2010-08-02","2015-01-01","Ministry of Rural Development","LN2651",NA,NA,"Asian Development Bank","46004","Multilateral",40,NA,NA,NA,NA,"Ministry of Rural Development","LN2651",NA,NA,"IN","India",NA,NA,NA,NA,NA,NA,NA,"Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.","RO",2,"411",10,"C01","5","USD",NA,222200000,"192258219.05","0","0",3480471.18,0,0
