aid,title,reporting,commitment,spend,currency
46004-38254-053-LN2882,NORTH KARNATAKA URBAN SECTOR INVESTMENT PROGRAM-TRANCHE 3,Asian Development Bank,59999999,18068952,USD
DE-1-200666149,Pulse Polio Immunization Programme IX,Germany - Ministry for Economic Cooperation and Development,59106149,51181960,USD
46004-41627-033-LN2596,MFF-HIMACHAL PRADESH CLEAN ENERGY DEVT INVESTMENT PROG-TR.2,Asian Development Bank,59100000,46063826,USD
46004-38412-023-LN2684,MFF-ASSAM INTEGRATED FLOOD,Asian Development Bank,56899999,21855991,USD
47045-IDA-405-G07-M,Intensified Malaria Control Project (IMCP),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",56224799,99257783,USD
XM-DAC-918-3-20140145-84206,SBI LOAN FOR SMES AND MID-CAPS B,European Investment Bank,56119938,0,USD
GB-1-202869-102,India: Infrastructure Loan Fund - RC,UK - Department for International Development (DFID),56016420,22195260,USD
GB-1-107904-101,NONBUDSUPPFINAID and P0053 for Strengthening Rural Decentralisation (SRD),UK - Department for International Development (DFID),55760420,56873979,USD
GB-1-108027-102,NONBUDSUPPFINAID and P0053 for Madhya Pradesh Urban Services for the Poor,UK - Department for International Development (DFID),55241969,47546861,USD
44000-P091031,IN: Industrial Pollution Management,The World Bank,54184490,9915968,USD
GB-1-114293-104,Poorest State Inclusive Growth -Samridhi Fund -  Returnable Capital for Impact Investment,UK - Department for International Development (DFID),52884543,22340019,USD
46004-40156-023-LN2679,MFF-SUSTAINABLE COASTAL PROTECTION,Asian Development Bank,51555000,12501552,USD
41108-1649,Jharkhand Tribal Empowerment and Livelihoods Project,International Fund for Agricultural Development,51001000,0,USD
DE-1-201266238,Shongtong-Karcham Hydropower Project,Germany - Ministry for Economic Cooperation and Development,50985332,1711589,USD
46004-41614-036-LN3200,ASSAM POWER SECTOR ENHANCEMENT INVESTMENT PROGRAM – TRANCHE 4,Asian Development Bank,50200000,0,USD
41108-1100001715,Livelihoods and Access to Markets Project,International Fund for Agricultural Development,50062624,0,USD
46004-38255-023-LN2308,MFF-UTTARANCHAL STATE ROAD INVESTMENT PROGRAM-SUBPROJECT 1,Asian Development Bank,50000000,40352823,USD
46004-41614-035-LN2800,MFF-ASSAM POWER SECTOR ENHANCEMENT INVESTMENT PROGRAM-TRANCHE3,Asian Development Bank,50000000,25878930,USD
46004-43158-013-LN2617,"MICRO,SMALL",Asian Development Bank,50000000,35710883,USD
46004-47101-002-LN3140,ASSAM POWER SECTOR INVESTMENT PROGRAM - TRANCHE 1,Asian Development Bank,50000000,0,USD
47134-XCTFIN207A,Super Efficient Equipment Program(SEEP),Climate Investment Funds-Clean Technology Fund,50000000,0,USD
DAC-1601-OPP23197,International Vaccine Institute,Bill & Melinda Gates Foundation,49680146,49680146,USD
XM-DAC-701-8-2014003004,Campus Development Project of IITH,Japan - Japan International Cooperation Agency (JICA),48444263,0,USD
GB-1-201388-103,India Secondary Education - Financial Aid,UK - Department for International Development (DFID),48017800,47600377,USD
GB-1-201388-104,Support Towards Infrastructure on Secondary Education (RMSA),UK - Department for International Development (DFID),48017800,47600377,USD
GB-1-114501-101,MULTILATORGANISATION and P0053 for DFID - World Bank Partnership for India Phase 3,UK - Department for International Development (DFID),47613359,42737553,USD
46004-37056-013-LN2159,Chhattisgarh Irrigation Development Project,Asian Development Bank,46108000,32443927,USD
DAC-1601-OPP47075,Foundation for the National Institutes of Health,Bill & Melinda Gates Foundation,45975784,42208365,USD
44000-P099979,IN: CBldg for Urban Development,The World Bank,45000000,3458872,USD
44000-P121515,IN: NHAI Technical Assistance Project,The World Bank,45000000,4612500,USD
46004-32298-033-LN2324,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 2,Asian Development Bank,45000000,40745635,USD
DAC-1601-OPP27510_02,International Food Policy Research Institute,Bill & Melinda Gates Foundation,45000000,45000000,USD
46004-40648-033-LN2833,MFF-INFRASTRUCTURE INVESTMENT PROGRAM FOR TOURISM-TRANCHE 2,Asian Development Bank,43840000,4773438,USD
47045-IDA-H-IHAA,"Strengthening community systems that benefit MSM, Transgender and hijra communities, as well as those providing Care and Support for PHLA in India","The Global Fund to Fight AIDS, Tuberculosis and Malaria",43667117,63962880,USD
GB-1-113707-101,PROCOFSERVICES and P0053 for MP Health sector support,UK - Department for International Development (DFID),43639018,25096148,USD
DAC-1601-OPP1084474,The University of Manitoba,Bill & Melinda Gates Foundation,43550604,14096710,USD
46004-40648-023-LN2676,MFF-INFRASTRUCTURE INVESTMENT PROGRAM FOR TOURISM-TRANCHE 1,Asian Development Bank,43423000,14622049,USD
DE-1-200566661,Indo-German Energy Programme (IGEN),Germany - Ministry for Economic Cooperation and Development,42814252,0,USD
GB-1-113921-101,NONBUDSUPPFINAID and P0053 for West Bengal PSE Reform - Phase 2,UK - Department for International Development (DFID),42372429,18606020,USD
46004-41116-023-LN2331,MFF-JAMMU,Asian Development Bank,42200000,32989686,USD
DE-1-200166587,Förderung erneuerbarer Energien (Rehabilitierungsprogramm Wasserkraftwerke),Germany - Ministry for Economic Cooperation and Development,42041724,0,USD
46004-37139-023-LN2309,MFF-UTTARANCHAL POWER SECTOR INVESTMENT PROGRAM-SUBPROJECT 1,Asian Development Bank,41920000,20838084,USD
GB-1-107874-101,NONBUDSUPPFINAID and P0053 for Western Orissa Rural L'hoods,UK - Department for International Development (DFID),41905472,43975254,USD
DE-1-201568120,Stromübertragung erneuerbarer Energien,Germany - Ministry for Economic Cooperation and Development,41389010,0,USD
DAC-1601-OPP1009497,Global Alliance for Livestock Veterinary Medicines,Bill & Melinda Gates Foundation,41233106,22744918,USD
41122-India-2040%2FA0%2F05%2F910%2F002,"Capacity enhanced at state and district levels for planning, implementation, budgeting and public f",United Nations Children's Fund (UNICEF),40595714,59938138,USD
GB-1-107962-101,PROCOFSERVICES and P0053 for Orissa Public Sector Reform Programme,UK - Department for International Development (DFID),40593263,20680362,USD
DAC-1601-OPP46342,The William and Flora Hewlett Foundation,Bill & Melinda Gates Foundation,40000000,40000000,USD
DAC-1601-OPP1033799,Save the Children Federation,Bill & Melinda Gates Foundation,39997982,18860000,USD
DAC-1601-OPP1019962,International Food Policy Research Institute,Bill & Melinda Gates Foundation,39817533,7920276,USD
DAC-1601-OPP28658,PATH,Bill & Melinda Gates Foundation,39107697,39107697,USD
XM-DAC-701-8-2013003053,Dedicated Freight Corridor Project (Phase 2) (II),Japan - Japan International Cooperation Agency (JICA),39008854,0,USD
CA-3-S061266PRG,Canadian College Partnership Program (CCPP) - 2001-2011,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",38923258,48874755,USD
DAC-1601-OPP51934,Family Health International,Bill & Melinda Gates Foundation,38718731,35834689,USD
DAC-1601-OPP1084426,CARE,Bill & Melinda Gates Foundation,38401976,12027519,USD
47122-1011-IND-04C-X,New vaccine support (NVS) for PENTA,GAVI Alliance,37909750,37909750,USD
GB-1-113707-102,Madhya Pradesh health Sector Support Reform programme -Financial Aid,UK - Department for International Development (DFID),37688242,30542848,USD
GB-1-113963-102,odisha Health sector Nutrition programme,UK - Department for International Development (DFID),36735325,29738271,USD
DAC-1601-OPP50470,Concern Worldwide U S INC,Bill & Melinda Gates Foundation,35739465,28901856,USD
46004-38254-033-LN2312,MFF-NORTH KARNATAKA URBAN SECTOR INVESTMENT PROGRAM,Asian Development Bank,32999999,23420849,USD
47045-IDA-405-G05-H,Access to care and treatment (ACT),"The Global Fund to Fight AIDS, Tuberculosis and Malaria",32136915,56670499,USD
DAC-1601-OPP39129,Infectious Disease Research Institute,Bill & Melinda Gates Foundation,32056245,27084609,USD
GB-1-201388-102,India - Secondary Education Project,UK - Department for International Development (DFID),32011866,16052265,USD
47045-IDA-708-G14-H,Strengthening Institutional Capacity for Nursing Training on HIV/AIDS in India,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",31900845,63509128,USD
DAC-1601-OPP1016872,CARE,Bill & Melinda Gates Foundation,31399999,26100000,USD
46004-43253-023-LN3172,KARNATAKA INTEGRATED AND SUSTAINABLE WATER RESOURCES MANAGEMENT INVESTMENT PROGRAM - PROJECT 1,Asian Development Bank,31000000,0,USD
46004-37139-043-LN2502,MFF-UTTARAKHAND POWER SECTOR INVESTMENT PROGRAM - PROJECT 3,Asian Development Bank,30600000,17562737,USD
46004-35290-023-LN2528,MFF-NORTH EASTERN REGION CAPITAL CITIES DEVT INVESTMENT PROG-TR1,Asian Development Bank,30000000,18124232,USD
DAC-1601-OPP17344_02,PATH Drug Solutions,Bill & Melinda Gates Foundation,29997270,29997271,USD
DE-1-201366657,Klimafreundliche urbane Mobilität,Germany - Ministry for Economic Cooperation and Development,29969976,0,USD
DE-1-200765883,Promotion of Hydro Power Plant,Germany - Ministry for Economic Cooperation and Development,29553074,25192174,USD
DE-1-201266469,Programm Solar energy,Germany - Ministry for Economic Cooperation and Development,28685549,0,USD
GB-1-202927-102,Innovative Ventures,UK - Department for International Development (DFID),27882970,0,USD
DE-1-201366590,Wasserkraft im Himalaya (z.B. HPPCL),Germany - Ministry for Economic Cooperation and Development,27829263,0,USD
GB-CHC-292506-GB108,Design and Implementation of Bihar Health Sector Reform,CARE International UK,27793914,0,USD
GB-1-200753-101,Partnership Contribution to AsDB,UK - Department for International Development (DFID),27494629,22254804,USD
47122-1315-IND-10D-Y,Health system strengthening (HSS),GAVI Alliance,27290000,27290000,USD
DAC-1601-OPP1034537,PATH Vaccine Solutions,Bill & Melinda Gates Foundation,26666502,8500000,USD
DAC-1601-OPP49780,Public Health Foundation of India,Bill & Melinda Gates Foundation,25992320,25992320,USD
DAC-1601-OPP1063942,Johns Hopkins University,Bill & Melinda Gates Foundation,25572727,10853772,USD
XM-DAC-701-8-2012003087,Delhi Water Supply Improvement Project,Japan - Japan International Cooperation Agency (JICA),25328517,0,USD
47134-XCTFIN208A,Partial Risk Sharing Facility for Energy Efficiency(PRSF),Climate Investment Funds-Clean Technology Fund,25000000,0,USD
DAC-1601-OPP39128,PATH,Bill & Melinda Gates Foundation,24988900,24988900,USD
GB-1-107949-101,PROCOFSERVICES and P0053 for Madhya Pradesh Power Sector Reform - Phase 2,UK - Department for International Development (DFID),24782622,24994668,USD
DAC-1601-OPP46550,PATH,Bill & Melinda Gates Foundation,24602129,24602129,USD
DAC-1601-OPP1065550,"RESULTS Educational Fund, Inc.",Bill & Melinda Gates Foundation,24566382,8259561,USD
46004-37091-033-LN2837,MFF-AGRIBUSINESS INFRASTRUCTURE DEV'T. INVESTMENT PROG-TRANCHE2,Asian Development Bank,24300000,486161,USD
GB-1-107891-103,107891-103 CP027 India Capital Expenditure,UK - Department for International Development (DFID),23929835,20444758,USD
CA-3-S063317PRG,L'Oeuvre Léger  - Program 2007-2012,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",23851684,25653976,USD
DAC-1601-OPP48829,International Development Enterprises,Bill & Melinda Gates Foundation,23804794,23804794,USD
DE-1-200366757,Removal of Barriers to Biomass Power Generation in India,Germany - Ministry for Economic Cooperation and Development,23608178,22393109,USD
DE-1-200066506,Erosion Protection Programme III,Germany - Ministry for Economic Cooperation and Development,23571985,21113103,USD
DAC-1601-OPP1016017,World Health Partners,Bill & Melinda Gates Foundation,23350000,20200000,USD
DAC-1601-OPPGH5307,Child Health Research Foundation (CHRF),Bill & Melinda Gates Foundation,22817203,22817203,USD
47045-IDA-708-G13-H,Strengthening Human and Institutional Capacities of the National Health System to Enable Accelerated Implementation of the National AIDS Control Program,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",22798037,46441175,USD
DAC-1601-OPP1017359,BBC Media Action,Bill & Melinda Gates Foundation,22637486,17924429,USD
47122-1516-IND-25C-X,New vaccine support (NVS) for IPV,GAVI Alliance,22594500,10527034,USD
DAC-1601-OPP49064,Global Alliance for Livestock Veterinary Medicines,Bill & Melinda Gates Foundation,22515040,22515040,USD
GB-1-113963-101,PROCOFSERVICES and P0053 for Orissa Health Sector Nutrition Programme,UK - Department for International Development (DFID),22374338,17853464,USD
41122-India-2040%2FA0%2F05%2F908%2F999,Technical Support to CS (Staff costs),United Nations Children's Fund (UNICEF),22158476,33156877,USD
DAC-1601-OPP52303,International Rice Research Institute,Bill & Melinda Gates Foundation,22128657,22128657,USD
DE-1-201468099,Sustainable Urban Infrastructure Development,Germany - Ministry for Economic Cooperation and Development,22120697,0,USD
DAC-1601-OPP48014,International Crops Research Institute for the Semi-Arid Tropics,Bill & Melinda Gates Foundation,21980000,21980000,USD
GB-1-107951-102,MULTILATORGANISATION and P0053 for National Micro Finance Support Project (MFSP),UK - Department for International Development (DFID),21749421,23468839,USD
GB-1-108003-102,NONBUDSUPPFINAID and P0053 for Support for Governance reform in Bihar,UK - Department for International Development (DFID),21560766,19031029,USD
DAC-1601-OPP51880,International Crops Research Institute for the Semi-Arid Tropics,Bill & Melinda Gates Foundation,21500000,20401481,USD
47045-IDA-911-G23-M,"""","The Global Fund to Fight AIDS, Tuberculosis and Malaria",21485651,46603913,USD
GB-CHC-27446721-CS,Child Sponsorship,ActionAid UK,21254232,0,USD
XM-DAC-41140-105730,Country Programme - India (2008-2014),United Nations World Food Programme,21063567,21063567,USD
GB-1-200599-101,"Orissa Modernising Economy, Govt and Administration",UK - Department for International Development (DFID),21015548,17619578,USD
DAC-1601-OPP1005131,International Crops Research Institute for the Semi-Arid Tropics,Bill & Melinda Gates Foundation,21000000,21000000,USD
DE-1-200821447,Indo-German Energy Programme,Germany - Ministry for Economic Cooperation and Development,20864470,38114415,USD
GB-1-203484-102,To help create more accountable,UK - Department for International Development (DFID),20756873,5186281,USD
DE-1-201468115,Organic Farming Programme - Grant component,Germany - Ministry for Economic Cooperation and Development,20693555,0,USD
XM-DAC-701-8-2012003022,Delhi Mass Rapid Transport System Project Phase 3,Japan - Japan International Cooperation Agency (JICA),20659068,0,USD
DAC-1601-OPP1069590,Professional Assistance for Development Action,Bill & Melinda Gates Foundation,20626866,4363987,USD
46004-39399-013-LN2578,SOUTH ASIA TOURISM INFRASTRUCTURE DEVT PROJ(BAN/IND/NEP)-INDIA,Asian Development Bank,20000000,3586088,USD
DAC-1601-OPPGD1395,International Rice Research Institute,Bill & Melinda Gates Foundation,20000000,20000000,USD
DAC-1601-OPP1033910,Public Health Foundation of India,Bill & Melinda Gates Foundation,19991915,11553357,USD
47045-IDA-202-G19-H,"Scaling up of Integrated Counseling and Testing, PPTCT and Preferral to Care, Support and Treatment Services for People Living with HIV in India","The Global Fund to Fight AIDS, Tuberculosis and Malaria",19967007,37724865,USD
DAC-1601-OPP52138,The University of Manitoba,Bill & Melinda Gates Foundation,19964619,19964619,USD
DAC-1601-OPP49207,International Rice Research Institute,Bill & Melinda Gates Foundation,19896653,19896653,USD
47045-IDA-405-G08-T,Expansion of Revised National Tuberculosis Control Program (RNTCP) in India,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",19113943,37286352,USD
DAC-1601-OPP1052535,Centro Internacional de Mejoramiento de Maiz y Trigo,Bill & Melinda Gates Foundation,18600314,12412849,USD
DE-1-201165398,Programme New Approaches in Microfinance,Germany - Ministry for Economic Cooperation and Development,18552842,0,USD
DE-1-201266808,Peomoting Clean energy,Germany - Ministry for Economic Cooperation and Development,18552842,0,USD
DAC-1601-OPP51074,Women in Informal Employment: Globalizing,Bill & Melinda Gates Foundation,18546822,18546822,USD
47045-IDA-708-G15-H,Enhancing Institutional Counseling Capacities of Counselor Training Institutes,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",18149874,35248794,USD
GB-1-203217-101,Disadvantaged Girls Incentive Programme for Secondary Education in Odisha,UK - Department for International Development (DFID),18112394,13430556,USD
DAC-1601-OPP1026264,"TechnoServe, Inc.",Bill & Melinda Gates Foundation,18000000,18000000,USD
XM-DAC-41114-OUTPUT-00088568,Improving vaccination systems,United Nations Development Programme,18000000,2885344,USD
CA-3-S063682PRG,Développement international Desjardins - Program  2007-2012,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",17836777,19089586,USD
DE-1-201166446,"Urban Infrastructure Development Tamil Nadu, II. Phase",Germany - Ministry for Economic Cooperation and Development,17834436,16663689,USD
DAC-1601-OPP43279_01,Center on Budget and Policy Priorities,Bill & Melinda Gates Foundation,17829037,17829037,USD
DAC-1601-OPP34178,Family Health International,Bill & Melinda Gates Foundation,17500000,17500000,USD
DAC-1601-OPP1086578,CARE,Bill & Melinda Gates Foundation,17233282,6106470,USD
DAC-1601-OPP43633,International Bank for Reconstruction and Development,Bill & Melinda Gates Foundation,17202768,17202768,USD
DAC-1601-OPP1116864,Save the Children UK,Bill & Melinda Gates Foundation,16999578,8450000,USD
CA-3-S063747PRG,Canadian Co-operative Association - Program 2007-2011,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",16664659,18150268,USD
