PROJECT_ID,PROJECT_DESCR,PROJECT_LOCATIONS_COUNT,PARTNER_DESCR,PointName,POINT_PROJECTS_COUNT,PointType,lat,lng,GeoPrecisionDescr,COUNTRY,ADM1,ADM2,ADM3,LOCALITY,SUB_LOCALITY,NEIGHBOURHOOD
79066,00079066 Human Resource Services to Millennium Promise and Millennium Cities Initiative,1,Millennium Promise,Ruhiira Village,1,marker,-0.883333,30.683333,"The location is mentioned in the source as being “near”, in the “area” of, or up to 25 km away from an exact location.  The coordinates refer to that adjacent, exact, location.",Uganda,Western Region,Isingiro,,,,
92592,00092592 Project design support for the construction of hospitals in Brazil,5,Brazil,State of Amapá,1,marker,0.9019925,-52.0029565,"The location is within a first order administrative division (ADM1), such as a province, state or governorate, but the location within the ADM1 is unknown.",Brazil,State of Amapá,,,,,
73039,00073039 Provision of technical support to Ministry of Public Health and Sanitation (MOPHS) through the recruitment of additional field nutrition officers,20,United Nations Children's Fund (UNICEF),Mwingi,1,marker,-0.937411,38.0605006,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Eastern,Mwingi District,,Mwingi,,
73039,00073039 Provision of technical support to Ministry of Public Health and Sanitation (MOPHS) through the recruitment of additional field nutrition officers,20,United Nations Children's Fund (UNICEF),Samburu District,1,marker,1.2154506,36.954107,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Rift Valley,Samburu District,,,,
73039,00073039 Provision of technical support to Ministry of Public Health and Sanitation (MOPHS) through the recruitment of additional field nutrition officers,20,United Nations Children's Fund (UNICEF),Tana River,1,marker,-1.2770957,39.2078876,"The location is mentioned in the source as being “near”, in the “area” of, or up to 25 km away from an exact location.  The coordinates refer to that adjacent, exact, location.",Kenya,Coast,Tana River,,,,
96266,00096266 Support to UNICEF for reducing maternal and neonatal deaths in Kenya,6,United Nations Children's Fund (UNICEF),Nairobi,1,marker,-1.2915364,36.8457361,"The coordinates corresponds to an exact location, such as a populated place or a hill.  The code is also used for locations that join a location which is a line (such as a road or railroad).",Kenya,Nairobi,,,,,
94400,00094400 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Children's Fund (UNICEF),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94400,00094400 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Environment Programme (UNEP),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94400,00094400 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Human Settlement Programme (UN-HABITAT),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94400,00094400 Support to Millennium Villages Projects from the Government of Japan,4,Executive Office of the Secretary-General (EOSG),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94400,00094400 Support to Millennium Villages Projects from the Government of Japan,4,Peacekeeping Operations (DPKO),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
95002,00095002 Administrative support services to UNEP – UMOJA transition support,1,United Nations Children's Fund (UNICEF),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
95002,00095002 Administrative support services to UNEP – UMOJA transition support,1,United Nations Environment Programme (UNEP),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
95002,00095002 Administrative support services to UNEP – UMOJA transition support,1,United Nations Human Settlement Programme (UN-HABITAT),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
95002,00095002 Administrative support services to UNEP – UMOJA transition support,1,Executive Office of the Secretary-General (EOSG),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
95002,00095002 Administrative support services to UNEP – UMOJA transition support,1,Peacekeeping Operations (DPKO),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94701,00094701 Human resources management services to the United Nations Environment Programme (UNEP) for staff and consultants,1,United Nations Children's Fund (UNICEF),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94701,00094701 Human resources management services to the United Nations Environment Programme (UNEP) for staff and consultants,1,United Nations Environment Programme (UNEP),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94701,00094701 Human resources management services to the United Nations Environment Programme (UNEP) for staff and consultants,1,United Nations Human Settlement Programme (UN-HABITAT),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94701,00094701 Human resources management services to the United Nations Environment Programme (UNEP) for staff and consultants,1,Executive Office of the Secretary-General (EOSG),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
94701,00094701 Human resources management services to the United Nations Environment Programme (UNEP) for staff and consultants,1,Peacekeeping Operations (DPKO),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
96373,00096373 Triangular Partnership Project,1,United Nations Children's Fund (UNICEF),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
96373,00096373 Triangular Partnership Project,1,United Nations Environment Programme (UNEP),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
96373,00096373 Triangular Partnership Project,1,United Nations Human Settlement Programme (UN-HABITAT),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
96373,00096373 Triangular Partnership Project,1,Executive Office of the Secretary-General (EOSG),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
96373,00096373 Triangular Partnership Project,1,Peacekeeping Operations (DPKO),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
89653,00089653 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Children's Fund (UNICEF),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
89653,00089653 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Environment Programme (UNEP),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
89653,00089653 Support to Millennium Villages Projects from the Government of Japan,4,United Nations Human Settlement Programme (UN-HABITAT),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
89653,00089653 Support to Millennium Villages Projects from the Government of Japan,4,Executive Office of the Secretary-General (EOSG),Nairobi,7,marker,-1.2920659,36.8219462,"The location is, or lies in, a second order administrative division (ADM2), such as a district, municipality or commune.",Kenya,Nairobi,Nairobi,,Nairobi,City Square,
