recipient-country-code,recipient-country,recipient-country-percentage,transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
IN,India,,D,2013-12-06,EUR,9000,,EUR,2013-12-06,Ministry of Foreign Affairs The Netherlands,,,Centre for Sustainable Agriculture - CSA,,,,,,,,,,,,,,,,,NL-2-1007822,1,2013-12-03 00:00:00,en,HIVOS,NL-KVK-41198677,National NGO,22,Analysing scale up of biodiversity-based farming,"
Centre for Sustainable Agriculture is a professional resource organization engaged in establishing models of sustainable agriculture working in partnership with NGOs and Community Based Organizations by scaling up the successes and engaging with the establishment for a policy change. 

CSA believes in promoting sustainable agricultural technologies that are based on farmers’ knowledge and skills, their innovation based on local conditions and their use of nature’s products and processes to gain better control over the pre-production and production processes involved in agriculture. CSA works with farmers to conserve their resources and their rights.

Great initiatives that build on agricultural biodiversity to increase resilience in farming systems can be found all over the world, but often they do not change things at a larger scale. Why is that? Why don't they make a bigger difference? How can we make sure that they have greater impact? A better understanding is needed of the factors that enable the successful scaling up of positive change for more resilient farming systems.

Developing a conceptual framework and criteria on good practice for agro-biodiversity based resilient farming, identifying cases where such practices have successfully reached scale and analysing their preconditions and impact, can generate insights that can help these solutions to transform from local islands of success into strategies that are transferable to other places and other contexts.
",2,,,2013-12-02,2014-09-01,,,,,,,,,,,,,Centre for Sustainable Agriculture - CSA,,,,,,,311,,100,OECD Development Assistance Committee 3 digit codes,DAC-3,,,,,
IN,India,,2,2014-01-01,JPY,635538.71800000011,,JPY,2014-01-01,,,,,,,,,,,,,,,,,,,,,XM-DAC-701-8-2014955763,,2015-09-25 00:00:00,en,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,TC AGGREGATED ACTIVITIES,TC AGGREGATED ACTIVITIES,2,2014-01-01,2014-12-31,2014-01-01,2014-12-31,Recipient Government,,Government,10,Japan,JP,Government,10,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,Recipient Government,,Government,10,679,"South Asia, regional",,12110,Health policy and administrative management,100,OECD Development Assistance Committee,DAC,1,110,10,E01,
IN,India,,3,2014-12-31,JPY,634000,,JPY,2014-12-31,,,,,,,,,,,,,,,,,,,,,XM-DAC-701-8-2014955763,,2015-09-25 00:00:00,en,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,TC AGGREGATED ACTIVITIES,TC AGGREGATED ACTIVITIES,2,2014-01-01,2014-12-31,2014-01-01,2014-12-31,Recipient Government,,Government,10,Japan,JP,Government,10,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,Recipient Government,,Government,10,679,"South Asia, regional",,12110,Health policy and administrative management,100,OECD Development Assistance Committee,DAC,1,110,10,E01,
IN,India,100,2,2012-12-31,USD,149568,Commitment,USD,2012-01-01,The United Kingdom,,,UNICEF-41122,,2040/A0/04/826/065,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2013-12-31,USD,-1027,Commitment,USD,2013-01-01,The United Kingdom,,,UNICEF-41122,,2040/A0/04/826/065,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2012-12-31,USD,27626,Commitment,USD,2012-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/826/065,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2013-12-31,USD,9651,Commitment,USD,2013-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/826/065,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,20230,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,12110,Health policy and administrative management,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,142924,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,13020,Reproductive health care,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2013-12-31,USD,24102,Expense,USD,2013-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,12110,Health policy and administrative management,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,3,2015-08-31,USD,0,Disbursement,USD,2015-08-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/065,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,IR09-CGH-QUALITY COMMUNITY-MCH SERVICES,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2013-12-31,USD,356,Commitment,USD,2013-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/832/045,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2012-12-31,USD,97479,Commitment,USD,2012-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/832/045,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,34947,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,16050,Multisector aid for basic social services,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,55017,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,43010,Multisector aid,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,7761,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,15150,Democratic participation and civil society,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2013-12-31,USD,-15,Expense,USD,2013-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,16050,Multisector aid for basic social services,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2013-12-31,USD,-24,Expense,USD,2013-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,43010,Multisector aid,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2013-12-31,USD,-13,Expense,USD,2013-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,15150,Democratic participation and civil society,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,3,2015-08-31,USD,0,Disbursement,USD,2015-08-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/832/045,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,IR69-UP-KEY STAKEHOLDERS ENGAGEMENT,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,,C,2011-07-20,GBP,214514,,,2011-07-20,,,,,,,,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,D,2015-08-07,GBP,21451,,GBP,2015-08-07,Department for International Development,GB-1,,Supplier Name Withheld,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,D,2015-08-07,GBP,21451,,GBP,2015-08-07,Department for International Development,GB-1,,Supplier Name Withheld,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,D,2015-08-07,GBP,21451,,GBP,2015-08-07,Department for International Development,GB-1,,Supplier Name Withheld,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,D,2015-08-07,GBP,21451,,GBP,2015-08-07,Department for International Development,GB-1,,Supplier Name Withheld,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,D,2015-08-07,GBP,21451,,GBP,2015-08-07,Department for International Development,GB-1,,Supplier Name Withheld,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-202744-102,2,2015-09-15 00:00:00,en,Department for International Development,GB-1,Government,10,Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,Title: Evaluation of Pilot on Community Based Management of Acutely Malnourished Children in Odisha,2,2011-07-20,2016-03-30,2011-07-20,,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,Other.,52000,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
VN,Viet Nam,0.78,2,2008-10-22,USD,7000000,,,2008-10-22,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP51033,International Institute for Environment and Development,,,,,,,,2,,,,,,,,,DAC-1601-OPP51033,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,International Institute for Environment and Development,to catalyze and strengthen the community development process in twenty countries across Asia,4,2008-11-01,2012-09-30,2008-11-01,2012-09-30,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,International Institute for Environment and Development,,,,798,"Asia, regional",78,43030,Urban development and management,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
VN,Viet Nam,0.78,2,2010-03-02,USD,4000000,,,2010-03-02,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP51033,International Institute for Environment and Development,,,,,,,,2,,,,,,,,,DAC-1601-OPP51033,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,International Institute for Environment and Development,to catalyze and strengthen the community development process in twenty countries across Asia,4,2008-11-01,2012-09-30,2008-11-01,2012-09-30,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,International Institute for Environment and Development,,,,798,"Asia, regional",78,43030,Urban development and management,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
